DateTime,Observed,Expected,Residual,Residual_Percent,Anomaly_Score,Is_Anomaly,Direction,Calibration_Start,Calibration_End,Calibration_Median,Calibration_MAD,Threshold,Model,Zero_Filled
2014-09-12T01:00:00Z,390,385.63587499999994,4.364125000000058,1.1316698686293278,0.4443591490948162,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-12T02:00:00Z,262,241.8695833333335,20.13041666666649,8.322839271163618,0.35452749363778974,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-12T03:00:00Z,330,331.8680833333332,-1.8680833333331748,-0.5628993648831377,0.4798684244255556,FALSE,Lower than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-12T04:00:00Z,478,444.54516666666694,33.454833333333056,7.525632003647106,0.27860891795290055,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-12T05:00:00Z,820,691.5664999999999,128.4335000000001,18.571388290207828,0.26255136502008325,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-12T06:00:00Z,1287,1177.709416666667,109.29058333333296,9.279927780713841,0.1534807014297143,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-12T07:00:00Z,1667,1465.0706250000012,201.9293749999988,13.782910636133916,0.6813090703891436,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-12T08:00:00Z,1746,1737.072125,8.927875000000085,0.5139610999169125,0.4183562546755295,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-12T09:00:00Z,1394,1737.6494166666655,-343.6494166666655,-19.776682993160293,2.427237128922872,FALSE,Lower than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-12T10:00:00Z,1358,1375.9627916666668,-17.962791666666817,-1.3054707420473899,0.5715713006788312,FALSE,Lower than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
