Lat,Lon,Total_Trips,Cluster_ID,Neighborhood_Trips,Is_Core,X_Km,Y_Km,Cluster_Total_Trips,Cluster_Share,Center_Lat,Center_Lon
40.63,-74.09,18,0,201,FALSE,-9.266124914276897,-13.343409628023664,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.63,-74.08,15,0,183,FALSE,-8.42374992206947,-13.343409628023664,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.63,-74.07,4,0,143,FALSE,-7.581374929862044,-13.343409628023664,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.63,-74.04,172,0,4500,FALSE,-5.054249953242161,-13.343409628023664,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.63,-74.03,1292,0,7199,FALSE,-4.211874961034735,-13.343409628023664,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.63,-74.02,939,0,7641,FALSE,-3.3694999688273097,-13.343409628023664,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.63,-74.01,530,0,5355,FALSE,-2.5271249766210806,-13.343409628023664,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.63,-74,298,0,3532,FALSE,-1.6847499844136549,-13.343409628023664,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.63,-73.99,185,0,3725,FALSE,-0.8423749922062288,-13.343409628023664,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.63,-73.98,328,0,6277,FALSE,0,-13.343409628023664,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.63,-73.97,1059,0,8794,FALSE,0.842374992207426,-13.343409628023664,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.63,-73.96,1142,0,9610,FALSE,1.684749984414852,-13.343409628023664,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.63,-73.95,1057,0,6827,FALSE,2.5271249766210806,-13.343409628023664,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.63,-73.94,522,0,4411,FALSE,3.369499968828506,-13.343409628023664,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
